Attack_ID,Company_Name,Industry,Country,Attack_Date,Ransomware_Group,Attack_Vector,Ransom_Amount_USD,Payment_Status,Data_Exfiltration,Downtime_Days,Records_Affected,Estimated_Total_Loss_USD,Severity_Score
RA-100193,"Casey, Steele and Santiago",Energy,India,2022-09-02,DarkSide,Zero-Day Exploit,3809603,Not Paid,No,5,502686,4151121,5.06
RA-100194,Duncan Ltd,Manufacturing,India,2024-05-27,Clop,Malicious Attachment,1210180,Paid,No,21,2678720,2759908,7.04
RA-100195,"Simmons, Fleming and Tran",Government,United Kingdom,2022-05-11,BlackCat,Phishing Email,3918055,Negotiated,No,8,2243815,4870926,7.36
RA-100196,Ortega PLC,Manufacturing,Japan,2025-11-05,Maze,RDP Exploit,3512568,Not Paid,No,16,1339757,5228554,7.25
RA-100197,"Meyers, Dixon and Valenzuela",Healthcare,South Africa,2023-11-21,Ryuk,Credential Theft,3920929,Unknown,Yes,32,2588325,4973990,11.31
RA-100198,"Carter, Miller and Shaw",Retail,Brazil,2022-03-17,Akira,Drive-by Download,4898445,Unknown,No,23,408274,5014435,8.76
RA-100199,Powers-Jones,Education,Canada,2024-01-05,Maze,Zero-Day Exploit,73597,Negotiated,Yes,55,901850,987318,9.23
RA-100200,Perez-Walker,Manufacturing,France,2023-04-01,REvil,Phishing Email,434141,Unknown,No,37,4712961,852362,10.7
RA-100201,Roy-Russell,Finance,India,2025-04-15,Maze,Malicious Attachment,4617535,Negotiated,Yes,18,996759,4897361,8.31
RA-100202,"Francis, Espinoza and Patterson",Healthcare,United States,2022-02-12,Clop,Drive-by Download,4275829,Negotiated,No,26,4195057,4370249,12.37
RA-100203,Haney Group,Manufacturing,Japan,2023-11-30,Maze,RDP Exploit,3838497,Unknown,No,10,4324475,4141638,9.66
RA-100204,Benitez Group,Energy,Japan,2024-04-30,REvil,Zero-Day Exploit,2826705,Paid,No,33,4275891,3953102,12.05
RA-100205,Herrera-Guzman,Healthcare,Japan,2022-11-10,DarkSide,Malicious Attachment,924429,Not Paid,Yes,27,4896548,1579676,9.87
RA-100206,Klein LLC,Hospitality,India,2024-04-10,Clop,Drive-by Download,4035296,Not Paid,Yes,11,4397679,5364457,10.08
RA-100207,Cohen-Sanders,Manufacturing,India,2024-03-18,Clop,Zero-Day Exploit,926870,Not Paid,No,13,158958,1861794,3.04
RA-100208,"Burns, Johnson and Dawson",Education,France,2023-10-25,Conti,Credential Theft,3961113,Negotiated,No,56,522553,5451230,12.88
RA-100209,Church Ltd,Transportation,Australia,2023-12-13,Hive,Malicious Attachment,3166035,Negotiated,No,21,1452859,4140019,7.77
RA-100210,"Watts, Graham and Stone",Government,Canada,2022-01-29,REvil,Drive-by Download,2072952,Not Paid,No,18,4681670,2708950,9.45
RA-100211,Schmidt-Hamilton,Retail,Canada,2022-10-12,BlackCat,Credential Theft,4029882,Unknown,No,23,4701810,5997993,12.18
RA-100212,"Peters, Hardy and Williams",Healthcare,Canada,2025-08-04,BlackCat,Malicious Attachment,2900199,Unknown,No,50,1228830,3519322,11.63
RA-100213,"Wallace, Hernandez and Guerrero",Transportation,Canada,2025-03-11,Hive,Drive-by Download,4023808,Negotiated,Yes,14,1695169,5770148,7.82
RA-100214,Moore-Johnson,Transportation,Germany,2021-08-12,Conti,Phishing Email,4927691,Paid,No,16,2033985,5044153,9.36
RA-100215,"Knox, Miller and Hunter",Transportation,United Kingdom,2022-11-08,Ryuk,Drive-by Download,3967811,Unknown,No,7,1153257,3988677,6.17
RA-100216,Thompson Group,Retail,United States,2024-08-25,BlackCat,Drive-by Download,1678157,Not Paid,Yes,49,2409686,2361694,11.44
RA-100217,Gould-Dominguez,Healthcare,India,2026-02-14,DarkSide,RDP Exploit,1473549,Negotiated,Yes,27,1474722,3442126,7.0
RA-100218,Hernandez-Jones,Manufacturing,Canada,2021-01-19,DarkSide,Drive-by Download,2508095,Unknown,Yes,37,900203,4465205,8.96
RA-100219,Ruiz-Collins,Finance,Australia,2025-10-09,Clop,Drive-by Download,4234642,Unknown,No,30,2288823,4648996,11.02
RA-100220,Jackson-Evans,Retail,Japan,2025-01-11,Conti,RDP Exploit,1566951,Unknown,No,1,2828001,3235310,4.54
RA-100221,"Smith, Brown and Martinez",Finance,United Kingdom,2023-11-22,Clop,Zero-Day Exploit,2755848,Negotiated,Yes,6,3362532,4169379,7.02
RA-100222,Scott LLC,Retail,Australia,2021-01-14,REvil,Credential Theft,2192625,Paid,No,25,1975795,3139497,7.92
RA-100223,Peters-Winters,Finance,Brazil,2024-08-31,REvil,RDP Exploit,3021141,Unknown,No,45,1982349,3161425,11.75
RA-100224,Howard-Green,Hospitality,Germany,2024-11-14,Conti,RDP Exploit,989954,Unknown,Yes,41,2475054,1770749,9.62
RA-100225,"Wall, Daniel and Berry",Energy,France,2023-07-21,Conti,RDP Exploit,3139192,Paid,No,27,4607412,5063465,11.8
RA-100226,Fitzgerald-Colon,Healthcare,France,2023-12-18,Hive,RDP Exploit,3039871,Not Paid,Yes,5,4732690,3285189,8.52
RA-100227,Jones-Brown,Government,Japan,2022-11-03,DarkSide,Phishing Email,4369941,Unknown,Yes,29,975191,5806623,9.7
RA-100228,"Moran, Mendez and Smith",Hospitality,United States,2023-07-18,Hive,Zero-Day Exploit,1111829,Negotiated,Yes,33,3484933,2079804,9.55
RA-100229,Rivera-Burton,Government,Japan,2023-03-22,BlackCat,Phishing Email,2139541,Unknown,No,53,25395,3713606,10.11
RA-100230,Stewart Group,Finance,Brazil,2024-12-05,LockBit,Malicious Attachment,539856,Unknown,Yes,35,505560,2509818,6.3
RA-100231,"Richard, Bowman and Hall",Technology,Brazil,2025-04-24,Ryuk,Zero-Day Exploit,1141059,Paid,Yes,50,3526351,1936360,12.17
RA-100232,Rush Group,Technology,France,2024-08-31,Clop,Drive-by Download,2922305,Not Paid,Yes,8,1497245,4059017,5.62
RA-100233,"Martinez, Gordon and Waller",Transportation,India,2025-03-29,Hive,Zero-Day Exploit,195717,Not Paid,Yes,20,3884058,1618148,7.08
RA-100234,"Reed, Peterson and Johnson",Finance,United States,2023-08-02,Ryuk,Credential Theft,2908798,Paid,Yes,10,2312417,3314070,6.72
RA-100235,Norman-Byrd,Energy,Japan,2022-02-27,LockBit,RDP Exploit,569477,Paid,No,7,4982464,649891,6.6
RA-100236,Lee Group,Healthcare,United Kingdom,2023-06-18,Hive,Malicious Attachment,1970780,Not Paid,No,35,1822686,3562841,9.04
RA-100237,"Miller, Freeman and Guerrero",Education,France,2024-03-28,Conti,Zero-Day Exploit,2694933,Negotiated,No,16,2531483,4542579,7.63
RA-100238,Harmon-Vazquez,Technology,France,2021-05-05,DarkSide,Phishing Email,4675090,Negotiated,No,38,1469223,5997892,11.84
RA-100239,Wallace Inc,Education,Canada,2025-05-29,Ryuk,RDP Exploit,4404515,Unknown,Yes,21,3492484,5270696,11.05
RA-100240,Weiss-Hall,Energy,United States,2025-10-06,Hive,Zero-Day Exploit,1895327,Unknown,Yes,20,1211010,3595162,6.11
RA-100241,"White, Lyons and Stein",Finance,Brazil,2023-03-07,Maze,Phishing Email,2042244,Not Paid,Yes,17,1705812,2744855,6.3
RA-100242,Vasquez-Hunter,Finance,Germany,2022-07-04,Akira,Drive-by Download,3168914,Not Paid,No,44,331848,5011028,10.1
RA-100243,Stevens-Duke,Government,South Africa,2022-03-04,DarkSide,RDP Exploit,2798107,Not Paid,No,20,128728,3252300,5.93
RA-100244,Scott-Lyons,Retail,India,2026-02-18,DarkSide,Credential Theft,2012653,Negotiated,No,36,2698002,3649023,10.11
RA-100245,Munoz-Hurley,Finance,Brazil,2022-06-20,Maze,RDP Exploit,3021917,Negotiated,No,33,4171564,4009198,12.14
RA-100246,"Rowland, Jones and Lamb",Education,United States,2023-04-28,REvil,Credential Theft,388488,Unknown,No,37,1856281,1953006,7.79
RA-100247,Thomas PLC,Hospitality,Germany,2021-11-09,DarkSide,Credential Theft,1650775,Negotiated,No,22,1929636,2457356,6.88
RA-100248,Hogan Ltd,Education,Australia,2025-04-13,Clop,RDP Exploit,4103850,Unknown,Yes,47,4115514,5080278,15.27
RA-100249,Pitts-Taylor,Healthcare,South Africa,2026-02-21,LockBit,Phishing Email,4552773,Unknown,Yes,42,492780,5661564,11.35
RA-100250,"Holloway, Hill and English",Government,France,2025-09-22,DarkSide,Malicious Attachment,1946404,Paid,No,5,1267028,1975575,3.96
RA-100251,Mccullough and Sons,Transportation,India,2024-09-12,LockBit,Phishing Email,4097419,Negotiated,No,2,55568,5223549,4.45
RA-100252,"Diaz, Mathews and Herrera",Education,South Africa,2021-02-05,BlackCat,Credential Theft,4217893,Not Paid,Yes,53,3612009,5918549,15.78
RA-100253,Villa Inc,Technology,South Africa,2022-01-29,Maze,Zero-Day Exploit,4421232,Unknown,Yes,17,2973367,4991852,9.94
RA-100254,Freeman-Oneill,Healthcare,South Africa,2024-11-28,Ryuk,Zero-Day Exploit,1899627,Unknown,No,20,676363,3280610,5.58
RA-100255,Terry PLC,Energy,India,2021-04-25,Maze,Credential Theft,84273,Paid,Yes,45,1437769,267678,8.27
RA-100256,Miller-Benson,Retail,United States,2022-04-16,BlackCat,Drive-by Download,1778494,Negotiated,Yes,58,4754630,2785690,15.23
RA-100257,"Jordan, Taylor and Lopez",Education,India,2022-01-03,BlackCat,Malicious Attachment,2643088,Not Paid,Yes,2,1737868,3884191,4.68
RA-100258,Landry PLC,Technology,United Kingdom,2024-03-06,BlackCat,Credential Theft,3269482,Negotiated,Yes,44,4534666,3975169,14.4
RA-100259,Cline-Harvey,Hospitality,Japan,2021-07-20,Akira,Zero-Day Exploit,3671562,Negotiated,Yes,15,637787,4395836,6.56
RA-100260,Herrera-Perry,Government,Australia,2024-07-22,Hive,Zero-Day Exploit,2297833,Unknown,Yes,51,3779588,3336703,13.73
RA-100261,Richardson-Thomas,Hospitality,Canada,2024-10-24,Conti,Drive-by Download,4919676,Paid,Yes,43,3188381,5109389,14.56
RA-100262,May Ltd,Technology,Australia,2022-07-03,Maze,Phishing Email,1298699,Paid,Yes,25,1294268,2859868,6.34
RA-100263,Pham-Hernandez,Education,South Africa,2022-09-24,Clop,Zero-Day Exploit,3735714,Unknown,No,24,2263064,3960108,9.6
RA-100264,"Martin, Greer and Flores",Finance,Japan,2021-07-31,Akira,Malicious Attachment,225300,Unknown,Yes,6,2968948,1397583,4.09
RA-100265,"Callahan, Leon and Banks",Transportation,Germany,2022-08-21,Akira,Credential Theft,3476290,Not Paid,No,25,710611,5006397,7.94
RA-100266,Stewart and Sons,Energy,United Kingdom,2021-12-14,BlackCat,RDP Exploit,1169674,Unknown,No,18,2526172,1742563,6.4
RA-100267,Fernandez-Wilson,Retail,Germany,2023-05-13,DarkSide,Credential Theft,2519504,Not Paid,No,31,645363,3286837,7.81
RA-100268,Johnson-Craig,Technology,Australia,2021-08-08,Akira,Zero-Day Exploit,1141568,Negotiated,No,20,56868,3141395,4.2
RA-100269,Bridges-Brown,Retail,Australia,2022-11-17,Akira,Drive-by Download,3617270,Not Paid,No,53,4986229,3912743,16.55
RA-100270,Mcdowell Group,Energy,Japan,2022-10-06,Conti,Malicious Attachment,1495129,Unknown,No,26,2677220,2116340,8.07
RA-100271,"Weber, Harmon and Johnson",Hospitality,Germany,2025-07-31,Akira,Credential Theft,3301178,Not Paid,Yes,24,955460,5265864,7.86
RA-100272,Williams and Sons,Retail,South Africa,2025-01-29,Ryuk,Drive-by Download,3877367,Unknown,Yes,46,1758758,4806873,12.54
RA-100273,Bolton PLC,Education,India,2024-07-21,Ryuk,Phishing Email,2545344,Unknown,No,16,2119747,3936660,7.07
RA-100274,"Oliver, Miller and Page",Technology,France,2024-04-07,LockBit,Malicious Attachment,3367196,Paid,Yes,35,4249874,5313906,12.87
RA-100275,Alexander-Long,Hospitality,United States,2025-04-24,Akira,Drive-by Download,2087312,Unknown,No,43,2978129,2446149,11.52
RA-100276,Green-Thompson,Retail,Germany,2025-06-19,Hive,Drive-by Download,3615922,Not Paid,No,7,88581,3832714,4.75
RA-100277,Lyons-Walters,Transportation,United Kingdom,2023-02-06,Maze,Phishing Email,3286071,Unknown,Yes,30,4937550,4744022,12.72
RA-100278,Williams-Miller,Education,Australia,2022-08-29,REvil,Malicious Attachment,3494454,Unknown,Yes,59,720302,3747869,13.06
RA-100279,Carter-Mahoney,Energy,Brazil,2023-12-04,Maze,Phishing Email,4056076,Negotiated,Yes,23,3994440,4270806,11.5
RA-100280,Wong and Sons,Finance,United Kingdom,2025-07-18,Conti,Credential Theft,970405,Not Paid,Yes,2,2878046,2339296,4.15
RA-100281,"Reeves, Smith and Black",Technology,United Kingdom,2022-11-09,Clop,Drive-by Download,4701353,Unknown,No,28,3876091,5197589,12.78
RA-100282,Miller Group,Technology,United States,2021-03-01,Conti,RDP Exploit,1660277,Negotiated,Yes,29,4967860,2571114,10.98
RA-100283,Russell-Branch,Manufacturing,Australia,2024-03-28,Conti,Zero-Day Exploit,858558,Paid,No,52,4503851,1260641,13.16
RA-100284,"Smith, Kirk and Dixon",Technology,Japan,2024-10-05,Ryuk,Credential Theft,4111089,Paid,No,34,2629124,5373027,11.84
RA-100285,Collins-Cross,Retail,Japan,2022-12-22,Akira,Phishing Email,3845812,Not Paid,No,40,1447365,5562344,11.29
RA-100286,Tran LLC,Manufacturing,United Kingdom,2021-08-30,Hive,Zero-Day Exploit,2006293,Unknown,Yes,20,981138,2400165,5.99
RA-100287,Barron Group,Transportation,United Kingdom,2024-03-23,Hive,RDP Exploit,3223792,Unknown,No,28,1558314,4254413,8.98
RA-100288,Jordan-Sparks,Healthcare,Australia,2021-10-15,LockBit,Zero-Day Exploit,1574496,Not Paid,Yes,21,3783370,2883492,8.51
RA-100289,Elliott Group,Energy,India,2025-07-28,DarkSide,Zero-Day Exploit,3225757,Unknown,No,36,4240021,4605343,12.87
RA-100290,"Poole, Hopkins and Brown",Government,Canada,2021-12-09,LockBit,Malicious Attachment,698491,Not Paid,No,37,258978,2377574,6.51
RA-100291,Carney Group,Transportation,South Africa,2021-12-11,Akira,Phishing Email,3841289,Negotiated,No,37,4155089,5004148,13.55
RA-100292,Guerra-Mcdonald,Government,India,2024-01-16,BlackCat,Drive-by Download,354054,Not Paid,No,49,3702551,1509839,11.41
RA-100293,Freeman-Miller,Finance,Brazil,2025-11-27,BlackCat,RDP Exploit,275368,Not Paid,No,29,2204753,1016386,6.83
RA-100294,Williams-Johnston,Government,Germany,2025-10-30,LockBit,Credential Theft,3596725,Negotiated,No,11,1168087,5252673,6.41
RA-100295,Andrews LLC,Retail,Canada,2024-05-07,Akira,Malicious Attachment,4524518,Paid,Yes,11,2715103,6011025,8.89
RA-100296,Roberts-Martinez,Education,United Kingdom,2025-03-17,Conti,RDP Exploit,3457719,Negotiated,Yes,59,497426,4049308,12.81
RA-100297,Mcdaniel Inc,Retail,India,2025-04-09,Ryuk,Zero-Day Exploit,3299212,Paid,Yes,32,1192722,4520161,9.29
RA-100298,"Ray, Williams and Anderson",Manufacturing,Brazil,2023-04-06,DarkSide,Malicious Attachment,4330279,Paid,Yes,48,2334026,5797178,13.86
RA-100299,Briggs-Walters,Finance,France,2025-02-05,Ryuk,RDP Exploit,3850751,Unknown,Yes,41,3005090,5643553,13.01
RA-100300,"Casey, Joseph and Kim",Transportation,Japan,2023-10-11,Clop,Credential Theft,2257650,Unknown,No,21,2379051,2975973,7.79
RA-100301,Ryan and Sons,Energy,United States,2026-01-06,BlackCat,RDP Exploit,411086,Unknown,No,3,835393,1734279,1.7
RA-100302,Hunt Inc,Retail,United Kingdom,2021-01-02,REvil,Phishing Email,3593640,Negotiated,No,13,1106667,5453637,6.65
RA-100303,Garza LLC,Technology,Canada,2021-06-18,Conti,Zero-Day Exploit,3124251,Paid,Yes,43,1388625,3242856,10.96
RA-100304,Jordan-Rodriguez,Hospitality,Germany,2021-01-03,Hive,Drive-by Download,1795306,Unknown,Yes,31,653897,2083597,7.1
RA-100305,Robinson LLC,Technology,United Kingdom,2021-01-17,DarkSide,Phishing Email,2887108,Not Paid,No,53,1011713,4701372,11.85
RA-100306,White-Owen,Retail,United Kingdom,2021-07-02,Ryuk,RDP Exploit,864221,Not Paid,Yes,7,2628682,1645053,4.54
RA-100307,"Parker, Reynolds and Poole",Manufacturing,Germany,2023-12-23,Clop,Zero-Day Exploit,4730229,Unknown,Yes,1,1376809,5663184,6.26
RA-100308,"Smith, Jordan and Rogers",Technology,Australia,2021-06-27,Ryuk,Malicious Attachment,847762,Not Paid,Yes,9,1033217,2094188,3.23
RA-100309,"Dominguez, Martin and Price",Hospitality,Japan,2022-07-22,REvil,Drive-by Download,711729,Paid,No,16,4642327,1982115,7.75
RA-100310,Torres-Moran,Technology,Canada,2022-02-25,LockBit,RDP Exploit,4348194,Unknown,No,39,4274285,4753814,14.47
RA-100311,Hutchinson Ltd,Transportation,United States,2021-08-19,Maze,Malicious Attachment,2027340,Not Paid,No,32,4982344,2186262,11.81
RA-100312,Trujillo-Phillips,Education,Brazil,2025-10-29,BlackCat,Phishing Email,4772920,Paid,Yes,27,3065401,5928712,11.89
RA-100313,Morris Inc,Technology,France,2022-06-21,REvil,Drive-by Download,1814782,Unknown,No,3,507349,3814308,2.77
RA-100314,Gonzalez Group,Hospitality,United Kingdom,2024-12-08,REvil,Phishing Email,3379547,Negotiated,Yes,6,4501131,4517092,8.78
RA-100315,"Brown, Black and Orr",Manufacturing,India,2023-11-14,Akira,Drive-by Download,1709544,Paid,No,52,1303497,2844435,10.81
RA-100316,Davila-Cisneros,Government,South Africa,2024-12-01,Ryuk,Phishing Email,3674898,Unknown,Yes,47,2001935,3806335,12.73
RA-100317,Conley Inc,Education,United States,2022-09-26,Clop,Zero-Day Exploit,1478424,Negotiated,No,8,106341,2972999,2.78
RA-100318,Reyes Inc,Finance,United States,2021-12-08,Maze,Zero-Day Exploit,3124466,Negotiated,Yes,9,2254659,4671543,6.73
RA-100319,Gonzalez LLC,Energy,France,2022-06-23,Maze,Phishing Email,4842304,Unknown,Yes,41,646610,5892800,11.64
RA-100320,Long-Oconnor,Hospitality,South Africa,2023-01-24,Conti,Drive-by Download,1324611,Paid,Yes,17,863328,3210027,4.74
RA-100321,Young Group,Manufacturing,India,2025-10-25,Clop,RDP Exploit,108079,Paid,No,16,385821,1107441,2.89
RA-100322,"Edwards, Miranda and Cooper",Manufacturing,Canada,2022-04-05,BlackCat,Credential Theft,2704470,Negotiated,Yes,16,3491913,4635156,8.6
RA-100323,Green-Wiggins,Transportation,United States,2023-10-26,Ryuk,Phishing Email,446846,Unknown,No,12,1872311,2143665,4.12
RA-100324,"Brown, Johnson and Alvarez",Energy,United States,2025-05-04,Maze,RDP Exploit,2611321,Negotiated,No,21,724754,3781237,6.49
RA-100325,Davis Group,Energy,Germany,2025-02-23,Hive,RDP Exploit,2039942,Not Paid,Yes,30,3089403,3290807,9.63
RA-100326,"Benson, Cook and Mcmillan",Healthcare,Australia,2023-04-20,LockBit,Drive-by Download,205573,Unknown,No,15,4542910,942076,7.0
RA-100327,Harris and Sons,Energy,United States,2021-08-01,Clop,Drive-by Download,1726295,Negotiated,Yes,34,1997994,2616712,8.82
RA-100328,Phillips-Garrison,Manufacturing,Brazil,2021-03-31,BlackCat,Credential Theft,1946732,Paid,Yes,58,4360156,2822974,15.01
RA-100329,Schultz Inc,Healthcare,India,2024-07-29,Clop,RDP Exploit,3313058,Negotiated,No,5,4965281,4513864,9.03
RA-100330,Carpenter-Duffy,Manufacturing,Australia,2025-10-09,DarkSide,Malicious Attachment,2647486,Not Paid,Yes,60,3296425,4127014,14.94
RA-100331,"Williams, Hart and Wilson",Education,South Africa,2022-02-20,Clop,Zero-Day Exploit,1146788,Unknown,No,50,4904986,1385320,13.55
RA-100332,Rodriguez-Evans,Government,Brazil,2023-04-13,REvil,Zero-Day Exploit,1017813,Negotiated,Yes,35,3005632,2643326,9.27
RA-100333,Foster PLC,Hospitality,United States,2021-07-05,Conti,Malicious Attachment,1327173,Not Paid,Yes,52,2552040,3070231,11.68
RA-100334,Thompson Ltd,Healthcare,Canada,2024-12-27,REvil,RDP Exploit,2087210,Paid,No,23,3324039,3174012,8.86
RA-100335,"Arellano, Steele and Carroll",Finance,Brazil,2025-10-17,BlackCat,RDP Exploit,3798338,Paid,Yes,36,4614848,4332316,13.81
RA-100336,Rodriguez-Patrick,Technology,Australia,2021-05-07,BlackCat,Credential Theft,1869688,Negotiated,Yes,9,1662160,3607056,4.88
RA-100337,Johnson Group,Education,South Africa,2021-02-14,Maze,Phishing Email,545830,Paid,No,13,3719871,2253052,6.22
RA-100338,Mason Ltd,Technology,Brazil,2021-04-14,LockBit,Zero-Day Exploit,1414195,Unknown,Yes,60,4814189,2332589,15.23
RA-100339,"Kelley, Hancock and Hill",Retail,Brazil,2022-12-26,Clop,Phishing Email,1806169,Not Paid,No,59,1570037,2392847,12.23
RA-100340,"Kim, Hernandez and Spencer",Healthcare,South Africa,2023-10-19,REvil,Zero-Day Exploit,3461041,Not Paid,No,57,4619611,4475641,16.63
RA-100341,Silva Group,Healthcare,India,2022-02-13,Maze,Zero-Day Exploit,4415848,Unknown,No,16,4560622,6092761,11.38
RA-100342,"Hernandez, Martinez and Vasquez",Retail,United Kingdom,2026-02-13,LockBit,Malicious Attachment,4750025,Not Paid,Yes,33,2697913,5574519,12.4
RA-100343,"Marshall, Martinez and Wilson",Manufacturing,Japan,2026-01-09,Conti,RDP Exploit,2361634,Paid,Yes,4,3956875,3481933,6.92
RA-100344,Barrett-Gallagher,Healthcare,Germany,2024-09-07,Akira,Zero-Day Exploit,2027936,Negotiated,Yes,18,4477012,3749810,9.2
RA-100345,"Reilly, Zavala and Rhodes",Manufacturing,Japan,2021-12-27,LockBit,Drive-by Download,1989334,Negotiated,Yes,38,2667713,3690079,10.36
RA-100346,Montgomery LLC,Retail,United Kingdom,2024-02-28,DarkSide,Phishing Email,1584018,Paid,Yes,54,4129197,2730935,13.81
RA-100347,Mcdonald-Brewer,Healthcare,Australia,2022-04-22,Akira,RDP Exploit,1840502,Not Paid,No,2,4416270,2852917,6.56
RA-100348,"Grant, Hernandez and Potts",Healthcare,United Kingdom,2025-01-08,Akira,Drive-by Download,1493641,Not Paid,Yes,59,2714559,1628538,13.06
RA-100349,Molina-Oliver,Manufacturing,India,2025-09-30,Akira,Phishing Email,4419881,Negotiated,No,56,3061017,4581990,15.88
RA-100350,Potts-Leonard,Energy,Australia,2022-10-23,Clop,Drive-by Download,1149639,Negotiated,Yes,11,3664817,2820253,6.46
RA-100351,"Horne, Green and Mccormick",Retail,Canada,2024-09-25,Clop,RDP Exploit,4945471,Paid,No,53,1471056,5748999,14.37
RA-100352,Dominguez Ltd,Manufacturing,Japan,2025-10-09,Conti,Drive-by Download,4765390,Paid,No,3,1527512,6038690,6.74
RA-100353,Williams-Wood,Manufacturing,Australia,2021-10-16,Clop,Drive-by Download,2783042,Paid,No,48,652789,3292155,10.64
RA-100354,Harris-Williams,Finance,Australia,2023-07-04,REvil,Phishing Email,100593,Paid,Yes,17,1759059,633918,4.41
RA-100355,Todd Inc,Technology,Brazil,2023-03-02,Ryuk,Malicious Attachment,3681056,Unknown,Yes,47,3520406,4039892,14.25
RA-100356,Williams-Caldwell,Government,United Kingdom,2025-08-25,DarkSide,Phishing Email,4027247,Paid,No,51,4849180,5402429,16.53
RA-100357,Porter-Flynn,Manufacturing,United Kingdom,2021-02-11,Ryuk,RDP Exploit,2678591,Paid,Yes,17,878597,2844200,6.11
